block,router_txs,failed_txs,rejection_rate
19234522,1,0,0.0
19234523,0,0,0.0
19234524,1,0,0.0
19234525,1,0,0.0
19234526,0,0,0.0
19234527,1,0,0.0
19234528,2,0,0.0
19234529,1,0,0.0
19234530,2,0,0.0
19234531,0,0,0.0
19234532,1,0,0.0
19234533,2,0,0.0
19234534,3,0,0.0
19234535,2,0,0.0
19234536,3,0,0.0
19234537,2,1,0.5
19234538,1,0,0.0
19234539,0,0,0.0
19234540,1,0,0.0
19234541,2,1,0.5
19234542,9,7,0.7777777777777778
19234543,4,1,0.25
19234544,2,0,0.0
19234545,0,0,0.0
19234546,0,0,0.0
19234547,2,0,0.0
19234548,15,8,0.5333333333333333
19234549,13,10,0.7692307692307693
19234550,13,10,0.7692307692307693
19234551,5,2,0.4
19234552,7,5,0.7142857142857143
19234553,6,4,0.6666666666666666
19234554,3,0,0.0
19234555,1,1,1.0
19234556,0,0,0.0
19234557,15,0,0.0
19234558,8,7,0.875
19234559,5,3,0.6
19234560,4,3,0.75
19234561,3,1,0.3333333333333333
19234562,5,4,0.8
19234563,3,0,0.0
19234564,10,4,0.4
19234565,7,3,0.42857142857142855
19234566,3,1,0.3333333333333333
19234567,0,0,0.0
19234568,5,1,0.2
19234569,0,0,0.0
19234570,2,1,0.5
19234571,2,0,0.0
19234572,3,0,0.0
19234573,0,0,0.0
19234574,0,0,0.0
19234575,3,0,0.0
19234576,3,0,0.0
19234577,5,0,0.0
19234578,0,0,0.0
19234579,3,1,0.3333333333333333
19234580,0,0,0.0
19234581,1,0,0.0
19234582,2,0,0.0
19234583,4,0,0.0
19234584,3,0,0.0
19234585,2,0,0.0
19234586,2,0,0.0
19234587,2,1,0.5
19234588,1,0,0.0
19234589,1,0,0.0
19234590,4,0,0.0
19234591,1,0,0.0
19234592,3,0,0.0
19234593,4,0,0.0
19234594,0,0,0.0
19234595,4,0,0.0
19234596,3,0,0.0
19234597,2,0,0.0
19234598,2,0,0.0
19234599,0,0,0.0
19234600,3,0,0.0
19234601,1,0,0.0
19234602,0,0,0.0
19234603,1,0,0.0
19234604,1,0,0.0
19234605,3,0,0.0
19234606,0,0,0.0
19234607,0,0,0.0
19234608,1,0,0.0
19234609,4,1,0.25
19234610,4,0,0.0
19234611,0,0,0.0
19234612,3,0,0.0
19234613,2,0,0.0
19234614,2,0,0.0
19234615,1,0,0.0
19234616,3,0,0.0
19234617,2,0,0.0
19234618,22,11,0.5
19234619,0,0,0.0
19234620,4,1,0.25
19234621,0,0,0.0
19234622,3,0,0.0
19234623,2,0,0.0
19234624,4,0,0.0
19234625,0,0,0.0
19234626,1,0,0.0
19234627,1,0,0.0
19234628,1,0,0.0
19234629,3,0,0.0
19234630,0,0,0.0
19234631,3,0,0.0
19234632,2,1,0.5
19234633,3,0,0.0
19234634,2,0,0.0
19234635,1,0,0.0
19234636,1,1,1.0
19234637,2,0,0.0
19234638,1,0,0.0
19234639,0,0,0.0
19234640,1,0,0.0
19234641,0,0,0.0
19234642,2,0,0.0
19234643,2,0,0.0
19234644,1,0,0.0
19234645,1,0,0.0
19234646,5,2,0.4
19234647,3,0,0.0
19234648,3,1,0.3333333333333333
19234649,0,0,0.0
19234650,3,0,0.0
19234651,4,2,0.5
19234652,0,0,0.0
19234653,1,0,0.0
19234654,1,0,0.0
19234655,2,0,0.0
19234656,5,1,0.2
19234657,3,0,0.0
19234658,1,0,0.0
19234659,1,0,0.0
19234660,1,0,0.0
19234661,3,0,0.0
19234662,1,0,0.0
19234663,3,1,0.3333333333333333
19234664,8,2,0.25
19234665,1,0,0.0
19234666,1,0,0.0
19234667,5,0,0.0
19234668,1,0,0.0
19234669,2,1,0.5
19234670,0,0,0.0
19234671,0,0,0.0
19234672,0,0,0.0
19234673,2,0,0.0
19234674,2,0,0.0
19234675,5,0,0.0
19234676,0,0,0.0
19234677,0,0,0.0
19234678,2,1,0.5
19234679,0,0,0.0
19234680,1,0,0.0
19234681,1,0,0.0
19234682,0,0,0.0
19234683,0,0,0.0
19234684,0,0,0.0
19234685,0,0,0.0
19234686,0,0,0.0
19234687,1,0,0.0
19234688,2,0,0.0
19234689,2,0,0.0
19234690,2,0,0.0
19234691,0,0,0.0
19234692,3,1,0.3333333333333333
19234693,0,0,0.0
19234694,0,0,0.0
19234695,3,0,0.0
19234696,1,0,0.0
19234697,0,0,0.0
19234698,2,0,0.0
19234699,1,0,0.0
19234700,0,0,0.0
19234701,2,2,1.0
19234702,0,0,0.0
19234703,1,0,0.0
19234704,2,0,0.0
19234705,0,0,0.0
19234706,1,0,0.0
19234707,0,0,0.0
19234708,0,0,0.0
19234709,0,0,0.0
19234710,2,0,0.0
19234711,0,0,0.0
19234712,1,0,0.0
19234713,0,0,0.0
19234714,1,0,0.0
19234715,0,0,0.0
19234716,0,0,0.0
19234717,0,0,0.0
19234718,4,0,0.0
19234719,2,0,0.0
19234720,0,0,0.0
19234721,2,0,0.0
19234722,0,0,0.0
19234723,0,0,0.0
19234724,2,0,0.0
19234725,2,0,0.0
19234726,2,0,0.0
19234727,2,0,0.0
19234728,2,0,0.0
19234729,0,0,0.0
19234730,1,0,0.0
19234731,0,0,0.0
19234732,0,0,0.0
19234733,0,0,0.0
19234734,0,0,0.0
19234735,1,0,0.0
19234736,0,0,0.0
19234737,0,0,0.0
19234738,1,0,0.0
19234739,1,0,0.0
19234740,2,2,1.0
19234741,1,0,0.0
19234742,13,11,0.8461538461538461
19234743,2,1,0.5
19234744,1,0,0.0
19234745,3,0,0.0
19234746,1,0,0.0
19234747,2,0,0.0
19234748,1,0,0.0
19234749,2,0,0.0
19234750,4,0,0.0
19234751,1,0,0.0
19234752,1,0,0.0
19234753,2,0,0.0
19234754,2,0,0.0
19234755,6,0,0.0
19234756,3,0,0.0
19234757,4,0,0.0
19234758,2,0,0.0
19234759,4,0,0.0
19234760,4,0,0.0
19234761,3,0,0.0
19234762,2,0,0.0
19234763,0,0,0.0
19234764,1,0,0.0
19234765,5,0,0.0
19234766,2,0,0.0
19234767,0,0,0.0
19234768,1,0,0.0
19234769,1,0,0.0
19234770,2,0,0.0
19234771,5,0,0.0
19234772,7,0,0.0
19234773,0,0,0.0
19234774,1,0,0.0
19234775,2,0,0.0
19234776,2,0,0.0
19234777,7,1,0.14285714285714285
19234778,4,0,0.0
19234779,2,0,0.0
19234780,2,0,0.0
19234781,1,0,0.0
19234782,0,0,0.0
19234783,0,0,0.0
19234784,1,0,0.0
19234785,1,0,0.0
19234786,2,0,0.0
19234787,2,1,0.5
19234788,2,0,0.0
19234789,3,1,0.3333333333333333
19234790,1,0,0.0
19234791,2,0,0.0
19234792,2,0,0.0
19234793,0,0,0.0
19234794,0,0,0.0
19234795,3,0,0.0
19234796,2,1,0.5
19234797,0,0,0.0
19234798,1,0,0.0
19234799,1,0,0.0
19234800,1,0,0.0
19234801,2,0,0.0
19234802,1,0,0.0
19234803,0,0,0.0
19234804,1,1,1.0
19234805,2,0,0.0
19234806,1,0,0.0
19234807,0,0,0.0
19234808,0,0,0.0
19234809,1,1,1.0
19234810,1,0,0.0
19234811,2,0,0.0
19234812,0,0,0.0
19234813,0,0,0.0
19234814,1,0,0.0
19234815,0,0,0.0
19234816,1,1,1.0
19234817,0,0,0.0
19234818,2,0,0.0
19234819,2,0,0.0
19234820,0,0,0.0
19234821,2,0,0.0
19234822,0,0,0.0
19234823,0,0,0.0
19234824,1,1,1.0
19234825,1,0,0.0
19234826,2,2,1.0
19234827,0,0,0.0
19234828,0,0,0.0
19234829,0,0,0.0
19234830,1,0,0.0
19234831,0,0,0.0
19234832,0,0,0.0
19234833,0,0,0.0
19234834,0,0,0.0
19234835,1,0,0.0
19234836,0,0,0.0
19234837,2,0,0.0
19234838,3,2,0.6666666666666666
19234839,0,0,0.0
19234840,0,0,0.0
19234841,1,0,0.0
19234842,1,0,0.0
19234843,1,0,0.0
19234844,3,0,0.0
19234845,2,0,0.0
19234846,1,0,0.0
19234847,1,0,0.0
19234848,1,0,0.0
19234849,0,0,0.0
19234850,2,0,0.0
19234851,1,0,0.0
19234852,1,0,0.0
19234853,0,0,0.0
19234854,1,0,0.0
19234855,2,1,0.5
19234856,2,0,0.0
19234857,1,0,0.0
19234858,0,0,0.0
19234859,1,0,0.0
19234860,1,0,0.0
19234861,1,0,0.0
19234862,3,1,0.3333333333333333
19234863,2,1,0.5
19234864,0,0,0.0
19234865,1,0,0.0
19234866,0,0,0.0
19234867,1,0,0.0
19234868,0,0,0.0
19234869,1,0,0.0
19234870,0,0,0.0
19234871,0,0,0.0
19234872,0,0,0.0
19234873,0,0,0.0
19234874,0,0,0.0
19234875,0,0,0.0
19234876,1,0,0.0
19234877,0,0,0.0
19234878,17,0,0.0
19234879,0,0,0.0
19234880,3,1,0.3333333333333333
19234881,0,0,0.0
19234882,0,0,0.0
19234883,0,0,0.0
19234884,2,0,0.0
19234885,0,0,0.0
19234886,0,0,0.0
19234887,2,0,0.0
19234888,0,0,0.0
19234889,0,0,0.0
19234890,2,1,0.5
19234891,2,0,0.0
19234892,0,0,0.0
19234893,0,0,0.0
19234894,1,0,0.0
19234895,0,0,0.0
19234896,3,0,0.0
19234897,1,0,0.0
19234898,1,0,0.0
19234899,3,0,0.0
19234900,2,0,0.0
19234901,3,0,0.0
19234902,0,0,0.0
19234903,1,0,0.0
19234904,2,0,0.0
19234905,0,0,0.0
19234906,1,0,0.0
19234907,1,0,0.0
19234908,0,0,0.0
19234909,4,0,0.0
19234910,2,0,0.0
19234911,1,0,0.0
19234912,0,0,0.0
19234913,1,0,0.0
19234914,0,0,0.0
19234915,3,0,0.0
19234916,2,0,0.0
19234917,1,0,0.0
19234918,0,0,0.0
19234919,1,0,0.0
19234920,2,1,0.5
19234921,2,1,0.5
19234922,1,0,0.0
19234923,1,0,0.0
19234924,3,0,0.0
19234925,2,0,0.0
19234926,0,0,0.0
19234927,2,0,0.0
19234928,1,0,0.0
19234929,3,0,0.0
19234930,0,0,0.0
19234931,3,1,0.3333333333333333
19234932,3,0,0.0
19234933,0,0,0.0
19234934,1,0,0.0
19234935,0,0,0.0
19234936,0,0,0.0
19234937,4,0,0.0
19234938,0,0,0.0
19234939,0,0,0.0
19234940,0,0,0.0
19234941,1,0,0.0
19234942,3,0,0.0
19234943,1,0,0.0
19234944,3,0,0.0
19234945,0,0,0.0
19234946,1,0,0.0
19234947,0,0,0.0
19234948,0,0,0.0
19234949,3,0,0.0
19234950,1,0,0.0
19234951,1,0,0.0
19234952,4,0,0.0
19234953,0,0,0.0
19234954,2,0,0.0
19234955,0,0,0.0
19234956,4,0,0.0
19234957,2,0,0.0
19234958,0,0,0.0
19234959,4,1,0.25
19234960,5,0,0.0
19234961,0,0,0.0
19234962,4,0,0.0
19234963,2,0,0.0
19234964,1,0,0.0
19234965,1,0,0.0
19234966,1,0,0.0
19234967,0,0,0.0
19234968,2,0,0.0
19234969,1,0,0.0
19234970,0,0,0.0
19234971,1,0,0.0
19234972,1,0,0.0
19234973,1,0,0.0
19234974,0,0,0.0
19234975,4,0,0.0
19234976,4,0,0.0
19234977,4,0,0.0
19234978,1,0,0.0
19234979,3,1,0.3333333333333333
19234980,0,0,0.0
19234981,0,0,0.0
19234982,4,1,0.25
19234983,2,0,0.0
19234984,1,0,0.0
19234985,6,2,0.3333333333333333
19234986,0,0,0.0
19234987,3,1,0.3333333333333333
19234988,2,0,0.0
19234989,2,1,0.5
19234990,5,0,0.0
19234991,1,0,0.0
19234992,5,4,0.8
19234993,2,0,0.0
19234994,3,1,0.3333333333333333
19234995,0,0,0.0
19234996,2,0,0.0
19234997,2,0,0.0
19234998,1,0,0.0
19234999,2,0,0.0
19235000,2,1,0.5
19235001,2,0,0.0
19235002,0,0,0.0
19235003,2,0,0.0
19235004,2,0,0.0
19235005,3,0,0.0
19235006,2,0,0.0
19235007,1,0,0.0
19235008,1,0,0.0
19235009,2,1,0.5
19235010,5,2,0.4
19235011,0,0,0.0
19235012,1,0,0.0
19235013,2,0,0.0
19235014,1,0,0.0
19235015,0,0,0.0
19235016,2,0,0.0
19235017,3,1,0.3333333333333333
19235018,1,0,0.0
19235019,2,1,0.5
19235020,2,0,0.0
19235021,2,0,0.0
19235022,2,1,0.5
19235023,1,0,0.0
19235024,2,0,0.0
19235025,3,0,0.0
19235026,2,0,0.0
19235027,3,1,0.3333333333333333
19235028,1,0,0.0
19235029,1,0,0.0
19235030,4,1,0.25
19235031,1,0,0.0
19235032,1,0,0.0
19235033,1,0,0.0
19235034,1,0,0.0
19235035,2,1,0.5
19235036,4,1,0.25
19235037,2,0,0.0
19235038,2,0,0.0
19235039,2,0,0.0
19235040,2,0,0.0
19235041,1,0,0.0
19235042,2,0,0.0
19235043,3,2,0.6666666666666666
19235044,1,0,0.0
19235045,1,0,0.0
19235046,0,0,0.0
19235047,4,1,0.25
19235048,4,0,0.0
19235049,0,0,0.0
19235050,1,0,0.0
19235051,0,0,0.0
19235052,0,0,0.0
19235053,0,0,0.0
19235054,1,0,0.0
19235055,0,0,0.0
19235056,1,0,0.0
19235057,2,0,0.0
19235058,0,0,0.0
19235059,4,1,0.25
19235060,0,0,0.0
19235061,1,0,0.0
19235062,1,0,0.0
19235063,1,0,0.0
19235064,1,0,0.0
19235065,3,0,0.0
19235066,1,0,0.0
19235067,2,0,0.0
19235068,5,0,0.0
19235069,1,0,0.0
19235070,0,0,0.0
19235071,1,0,0.0
19235072,0,0,0.0
19235073,1,0,0.0
19235074,0,0,0.0
19235075,1,0,0.0
19235076,2,1,0.5
19235077,6,0,0.0
19235078,2,0,0.0
19235079,1,0,0.0
19235080,6,0,0.0
19235081,5,0,0.0
19235082,7,0,0.0
19235083,0,0,0.0
19235084,1,0,0.0
19235085,5,0,0.0
19235086,6,0,0.0
19235087,9,1,0.1111111111111111
19235088,5,1,0.2
19235089,5,1,0.2
19235090,6,0,0.0
19235091,9,1,0.1111111111111111
19235092,2,1,0.5
19235093,3,0,0.0
19235094,8,0,0.0
19235095,7,0,0.0
19235096,8,0,0.0
19235097,1,0,0.0
19235098,4,0,0.0
19235099,2,0,0.0
19235100,3,1,0.3333333333333333
19235101,7,0,0.0
19235102,4,0,0.0
19235103,7,1,0.14285714285714285
19235104,4,0,0.0
19235105,2,1,0.5
19235106,1,0,0.0
19235107,7,0,0.0
19235108,3,0,0.0
19235109,3,0,0.0
19235110,5,1,0.2
19235111,1,0,0.0
19235112,5,0,0.0
19235113,10,3,0.3
19235114,5,1,0.2
19235115,8,0,0.0
19235116,10,1,0.1
19235117,6,0,0.0
19235118,3,0,0.0
19235119,6,0,0.0
19235120,9,0,0.0
19235121,11,0,0.0
19235122,5,0,0.0
19235123,5,0,0.0
19235124,3,0,0.0
19235125,5,0,0.0
19235126,6,1,0.16666666666666666
19235127,3,1,0.3333333333333333
19235128,4,0,0.0
19235129,10,1,0.1
19235130,6,1,0.16666666666666666
19235131,7,0,0.0
19235132,6,0,0.0
19235133,1,0,0.0
19235134,2,1,0.5
19235135,8,2,0.25
19235136,6,1,0.16666666666666666
19235137,10,1,0.1
19235138,7,0,0.0
19235139,5,0,0.0
19235140,5,0,0.0
19235141,7,0,0.0
19235142,3,0,0.0
19235143,6,0,0.0
19235144,2,0,0.0
19235145,2,0,0.0
19235146,5,0,0.0
19235147,5,1,0.2
19235148,7,2,0.2857142857142857
19235149,9,1,0.1111111111111111
19235150,0,0,0.0
19235151,4,1,0.25
19235152,6,1,0.16666666666666666
19235153,9,0,0.0
19235154,4,0,0.0
19235155,1,0,0.0
19235156,3,0,0.0
19235157,6,0,0.0
19235158,4,1,0.25
19235159,3,1,0.3333333333333333
19235160,4,0,0.0
19235161,5,0,0.0
19235162,1,0,0.0
19235163,9,1,0.1111111111111111
19235164,2,0,0.0
19235165,4,1,0.25
19235166,5,1,0.2
19235167,2,0,0.0
19235168,1,0,0.0
19235169,2,0,0.0
19235170,2,0,0.0
19235171,11,1,0.09090909090909091
19235172,2,0,0.0
19235173,6,0,0.0
19235174,1,0,0.0
19235175,0,0,0.0
19235176,0,0,0.0
19235177,5,0,0.0
19235178,4,0,0.0
19235179,3,0,0.0
19235180,0,0,0.0
19235181,3,0,0.0
19235182,0,0,0.0
19235183,3,2,0.6666666666666666
19235184,0,0,0.0
19235185,1,1,1.0
19235186,6,1,0.16666666666666666
19235187,2,0,0.0
19235188,7,1,0.14285714285714285
19235189,2,0,0.0
19235190,2,0,0.0
19235191,1,0,0.0
19235192,5,0,0.0
19235193,8,1,0.125
19235194,4,0,0.0
19235195,1,0,0.0
19235196,5,0,0.0
19235197,0,0,0.0
19235198,5,2,0.4
19235199,4,0,0.0
19235200,4,1,0.25
19235201,2,0,0.0
19235202,5,1,0.2
19235203,3,2,0.6666666666666666
19235204,4,1,0.25
19235205,2,1,0.5
19235206,5,1,0.2
19235207,3,0,0.0
19235208,1,0,0.0
19235209,2,0,0.0
19235210,1,0,0.0
19235211,2,1,0.5
19235212,5,0,0.0
19235213,1,0,0.0
19235214,3,0,0.0
19235215,5,0,0.0
19235216,5,1,0.2
19235217,4,0,0.0
19235218,3,1,0.3333333333333333
19235219,0,0,0.0
19235220,1,0,0.0
19235221,2,0,0.0
19235222,5,1,0.2
19235223,2,0,0.0
19235224,2,0,0.0
19235225,3,0,0.0
19235226,1,1,1.0
19235227,1,1,1.0
19235228,3,1,0.3333333333333333
19235229,3,1,0.3333333333333333
19235230,4,2,0.5
19235231,10,3,0.3
19235232,9,1,0.1111111111111111
19235233,11,5,0.45454545454545453
19235234,3,0,0.0
19235235,4,1,0.25
19235236,3,1,0.3333333333333333
19235237,5,0,0.0
19235238,3,0,0.0
19235239,1,0,0.0
19235240,3,0,0.0
19235241,4,0,0.0
19235242,1,0,0.0
19235243,8,1,0.125
19235244,9,2,0.2222222222222222
19235245,6,1,0.16666666666666666
19235246,1,1,1.0
19235247,0,0,0.0
19235248,5,0,0.0
19235249,2,0,0.0
19235250,1,1,1.0
19235251,2,0,0.0
19235252,4,0,0.0
19235253,3,0,0.0
19235254,1,0,0.0
19235255,5,0,0.0
19235256,2,0,0.0
19235257,1,0,0.0
19235258,4,0,0.0
19235259,7,1,0.14285714285714285
19235260,1,1,1.0
19235261,5,2,0.4
19235262,1,0,0.0
19235263,5,0,0.0
19235264,4,0,0.0
19235265,6,1,0.16666666666666666
19235266,5,0,0.0
19235267,3,0,0.0
19235268,5,1,0.2
19235269,4,0,0.0
19235270,3,0,0.0
19235271,7,3,0.42857142857142855
19235272,3,0,0.0
19235273,6,0,0.0
19235274,4,0,0.0
19235275,1,0,0.0
19235276,27,0,0.0
19235277,158,0,0.0
19235278,145,0,0.0
19235279,111,58,0.5225225225225225
19235280,74,68,0.918918918918919
19235281,1,1,1.0
19235282,38,3,0.07894736842105263
19235283,5,0,0.0
19235284,4,0,0.0
19235285,5,1,0.2
19235286,3,0,0.0
19235287,2,0,0.0
19235288,1,0,0.0
19235289,1,0,0.0
19235290,2,0,0.0
19235291,2,0,0.0
19235292,4,0,0.0
19235293,1,0,0.0
19235294,2,0,0.0
19235295,3,0,0.0
19235296,0,0,0.0
19235297,2,1,0.5
19235298,5,0,0.0
19235299,3,0,0.0
19235300,1,0,0.0
19235301,7,1,0.14285714285714285
19235302,0,0,0.0
19235303,3,0,0.0
19235304,3,0,0.0
19235305,3,0,0.0
19235306,2,1,0.5
19235307,1,0,0.0
19235308,1,0,0.0
19235309,2,0,0.0
19235310,2,0,0.0
19235311,3,0,0.0
19235312,5,0,0.0
19235313,3,0,0.0
19235314,1,0,0.0
19235315,5,0,0.0
19235316,0,0,0.0
19235317,14,10,0.7142857142857143
19235318,0,0,0.0
19235319,3,0,0.0
19235320,3,1,0.3333333333333333
19235321,2,0,0.0
19235322,3,0,0.0
19235323,1,0,0.0
19235324,3,0,0.0
19235325,0,0,0.0
19235326,20,16,0.8
19235327,0,0,0.0
19235328,2,0,0.0
19235329,2,0,0.0
19235330,3,0,0.0
19235331,3,0,0.0
19235332,0,0,0.0
19235333,3,0,0.0
19235334,4,0,0.0
19235335,1,0,0.0
19235336,2,0,0.0
19235337,4,0,0.0
19235338,2,0,0.0
19235339,5,1,0.2
19235340,4,0,0.0
19235341,2,0,0.0
19235342,4,0,0.0
19235343,2,0,0.0
19235344,6,0,0.0
19235345,2,0,0.0
19235346,2,0,0.0
19235347,2,1,0.5
19235348,1,0,0.0
19235349,1,1,1.0
19235350,11,4,0.36363636363636365
19235351,5,1,0.2
19235352,2,1,0.5
19235353,6,1,0.16666666666666666
19235354,6,1,0.16666666666666666
19235355,4,0,0.0
19235356,2,0,0.0
19235357,4,0,0.0
19235358,4,0,0.0
19235359,3,0,0.0
19235360,0,0,0.0
19235361,6,0,0.0
19235362,2,0,0.0
19235363,4,0,0.0
19235364,0,0,0.0
19235365,7,0,0.0
19235366,6,0,0.0
19235367,3,0,0.0
19235368,4,0,0.0
19235369,1,0,0.0
19235370,12,1,0.08333333333333333
19235371,4,0,0.0
19235372,5,1,0.2
19235373,1,0,0.0
19235374,1,0,0.0
19235375,2,0,0.0
19235376,2,0,0.0
19235377,0,0,0.0
19235378,1,0,0.0
19235379,1,0,0.0
19235380,0,0,0.0
19235381,0,0,0.0
19235382,4,0,0.0
19235383,4,0,0.0
19235384,0,0,0.0
19235385,2,0,0.0
19235386,0,0,0.0
19235387,2,0,0.0
19235388,0,0,0.0
19235389,2,1,0.5
19235390,1,0,0.0
19235391,3,0,0.0
19235392,0,0,0.0
19235393,4,0,0.0
19235394,7,0,0.0
19235395,3,1,0.3333333333333333
19235396,0,0,0.0
19235397,1,0,0.0
19235398,3,1,0.3333333333333333
19235399,0,0,0.0
19235400,1,0,0.0
19235401,2,0,0.0
19235402,0,0,0.0
19235403,12,0,0.0
19235404,1,0,0.0
19235405,2,0,0.0
19235406,0,0,0.0
19235407,2,0,0.0
19235408,2,0,0.0
19235409,4,0,0.0
19235410,3,0,0.0
19235411,2,0,0.0
19235412,4,0,0.0
19235413,7,1,0.14285714285714285
19235414,5,0,0.0
19235415,5,0,0.0
19235416,1,0,0.0
19235417,3,0,0.0
19235418,2,0,0.0
19235419,4,0,0.0
19235420,4,0,0.0
19235421,4,0,0.0
19235422,4,0,0.0
19235423,3,0,0.0
19235424,3,0,0.0
19235425,2,0,0.0
19235426,6,0,0.0
19235427,1,0,0.0
19235428,2,0,0.0
19235429,2,0,0.0
19235430,4,0,0.0
19235431,1,0,0.0
19235432,0,0,0.0
19235433,2,0,0.0
19235434,1,0,0.0
19235435,1,0,0.0
19235436,3,0,0.0
19235437,2,0,0.0
19235438,0,0,0.0
19235439,0,0,0.0
19235440,6,0,0.0
19235441,6,0,0.0
19235442,2,0,0.0
19235443,1,0,0.0
19235444,3,0,0.0
19235445,4,0,0.0
19235446,1,0,0.0
19235447,4,0,0.0
19235448,1,0,0.0
19235449,2,0,0.0
19235450,1,0,0.0
19235451,4,0,0.0
19235452,3,0,0.0
19235453,1,0,0.0
19235454,3,0,0.0
19235455,3,0,0.0
19235456,0,0,0.0
19235457,4,0,0.0
19235458,2,0,0.0
19235459,2,0,0.0
19235460,0,0,0.0
19235461,4,0,0.0
19235462,5,0,0.0
19235463,5,0,0.0
19235464,0,0,0.0
19235465,1,0,0.0
19235466,3,0,0.0
19235467,2,0,0.0
19235468,3,0,0.0
19235469,2,1,0.5
19235470,3,0,0.0
19235471,2,0,0.0
19235472,1,0,0.0
19235473,7,0,0.0
19235474,1,0,0.0
19235475,2,0,0.0
19235476,4,0,0.0
19235477,2,1,0.5
19235478,7,1,0.14285714285714285
19235479,1,0,0.0
19235480,0,0,0.0
19235481,0,0,0.0
19235482,4,0,0.0
19235483,2,0,0.0
19235484,1,0,0.0
19235485,1,0,0.0
19235486,2,0,0.0
19235487,3,0,0.0
19235488,0,0,0.0
19235489,2,0,0.0
19235490,3,0,0.0
19235491,1,0,0.0
19235492,4,1,0.25
19235493,2,0,0.0
19235494,1,0,0.0
19235495,4,0,0.0
19235496,3,0,0.0
19235497,10,2,0.2
19235498,0,0,0.0
19235499,15,0,0.0
19235500,12,10,0.8333333333333334
19235501,4,1,0.25
19235502,2,0,0.0
19235503,1,0,0.0
19235504,1,0,0.0
19235505,2,1,0.5
19235506,0,0,0.0
19235507,7,1,0.14285714285714285
19235508,0,0,0.0
19235509,0,0,0.0
19235510,4,0,0.0
19235511,1,0,0.0
19235512,2,0,0.0
19235513,0,0,0.0
19235514,1,0,0.0
19235515,1,0,0.0
19235516,6,1,0.16666666666666666
19235517,0,0,0.0
19235518,4,0,0.0
19235519,3,0,0.0
19235520,3,0,0.0
19235521,0,0,0.0
19235522,5,0,0.0
19235523,4,0,0.0
19235524,5,0,0.0
19235525,6,0,0.0
19235526,0,0,0.0
19235527,6,0,0.0
19235528,2,0,0.0
19235529,1,0,0.0
19235530,2,0,0.0
19235531,3,0,0.0
19235532,1,0,0.0
19235533,1,0,0.0
19235534,2,0,0.0
19235535,1,0,0.0
19235536,1,0,0.0
19235537,1,0,0.0
19235538,3,1,0.3333333333333333
19235539,5,1,0.2
19235540,2,0,0.0
19235541,1,1,1.0
19235542,1,0,0.0
19235543,3,0,0.0
19235544,3,1,0.3333333333333333
19235545,1,0,0.0
19235546,3,1,0.3333333333333333
19235547,0,0,0.0
19235548,4,0,0.0
19235549,0,0,0.0
19235550,4,1,0.25
19235551,2,0,0.0
19235552,2,0,0.0
19235553,0,0,0.0
19235554,7,0,0.0
19235555,2,0,0.0
19235556,0,0,0.0
19235557,5,1,0.2
19235558,0,0,0.0
19235559,1,0,0.0
19235560,1,0,0.0
19235561,2,0,0.0
19235562,0,0,0.0
19235563,2,0,0.0
19235564,1,0,0.0
19235565,1,0,0.0
19235566,3,0,0.0
19235567,1,0,0.0
19235568,5,0,0.0
19235569,0,0,0.0
19235570,0,0,0.0
19235571,2,0,0.0
19235572,6,0,0.0
19235573,3,0,0.0
19235574,3,0,0.0
19235575,4,0,0.0
19235576,1,0,0.0
19235577,3,0,0.0
19235578,1,0,0.0
19235579,5,0,0.0
19235580,1,0,0.0
19235581,0,0,0.0
19235582,4,0,0.0
19235583,1,0,0.0
19235584,1,0,0.0
19235585,3,0,0.0
19235586,2,1,0.5
19235587,10,0,0.0
19235588,2,1,0.5
19235589,3,0,0.0
19235590,5,2,0.4
19235591,9,1,0.1111111111111111
19235592,3,0,0.0
19235593,2,0,0.0
19235594,3,0,0.0
19235595,2,0,0.0
19235596,3,0,0.0
19235597,3,0,0.0
19235598,7,0,0.0
19235599,3,0,0.0
19235600,5,0,0.0
19235601,3,0,0.0
19235602,0,0,0.0
19235603,4,0,0.0
19235604,4,1,0.25
19235605,5,0,0.0
19235606,5,0,0.0
19235607,3,0,0.0
19235608,1,0,0.0
19235609,2,1,0.5
19235610,5,0,0.0
19235611,2,1,0.5
19235612,5,0,0.0
19235613,2,0,0.0
19235614,2,0,0.0
19235615,5,0,0.0
19235616,0,0,0.0
19235617,3,0,0.0
19235618,3,0,0.0
19235619,1,0,0.0
19235620,0,0,0.0
19235621,47,45,0.9574468085106383
19235622,3,0,0.0
19235623,1,0,0.0
19235624,2,0,0.0
19235625,1,0,0.0
19235626,1,0,0.0
19235627,2,0,0.0
19235628,19,0,0.0
19235629,3,0,0.0
19235630,2,0,0.0
19235631,2,0,0.0
19235632,1,0,0.0
19235633,0,0,0.0
19235634,0,0,0.0
19235635,6,0,0.0
19235636,6,1,0.16666666666666666
19235637,3,0,0.0
19235638,2,0,0.0
19235639,5,0,0.0
19235640,2,0,0.0
19235641,3,0,0.0
19235642,3,0,0.0
19235643,1,0,0.0
19235644,5,0,0.0
19235645,3,0,0.0
19235646,6,2,0.3333333333333333
19235647,2,0,0.0
19235648,0,0,0.0
19235649,4,0,0.0
19235650,3,0,0.0
19235651,0,0,0.0
19235652,4,0,0.0
